GOING_OUT,GENDER,AGE,COUNTRY,STATE,FULL_SIZED_CANDY_BAR,BUTTERFINGER,CANDY_CORN,CHICLETS,DOTS,FUZZY_PEACHES,GOOD_N_PLENTY,GUMMY_BEARS,HEALTHY_FRUIT,HEATH_BAR,HERSHEYS_DARK,HERSHEYS_MILK,HERSHEYS_KISSES,JOLLY_RANCHER,JUNIOR_MINTS,KITKAT,LAFFYTAFFY,LEMONHEADS,LICORICE,BLACK_LICORICE,LOLLIPOPS,MIKE_AND_IKE,MILK_DUDS,MILKYWAY,MNMS,PEANUT_MNMS,MINT_KISSES,MR_GOODBAR,NERDS,NESTLE_CRUNCH,PEEPS,PIXY_STIX,REESES_PB_CUPS,REESES_PIECES,ROLOS,SKITTLES,SNICKERS,SOURPATCH_KIDS,STARBURST,SWEDISH_FISH,TIC_TACS,THREE_MUSKETEERS,TOBLERONE,TRAIL_MIX,TWIX,WHATCHAMACALLIT_BARS,YORK_PEPPERMINT_PATTIES
No,Female,32,United States,Wisconsin,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY
No,Male,28,United States,,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY
No,Female,35,Denmark,¯rb¾k,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH
No,Male,57,United States,California,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH
No,Male,32,United States,Washington,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY
No,Male,75,United States,CA,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR
No,Female,45,Canada,Bc,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY
No,Male,63,United States,California,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY
No,Male,53,United States,WA,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR
No,Male,61,United States,MI,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY
No,Male,43,United States,California,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY
No,Male,39,Japan,Osaka,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY
No,Male,42,United States,CA,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY
No,Male,47,United States,ca,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY
No,Male,43,United Kingdom,Surrey,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR
No,Female,39,United States,Oregon,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY
,Male,49,United States,CA,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH
No,Male,43,United States,Missouri,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY
Yes,Female,12,United States,Mn,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY
No,Male,36,United States,Arizona ,JOY,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR
No,Male,46,Denmark,,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR
No,Male,63,United States,az,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,,JOY,JOY,DESPAIR,DESPAIR,JOY
No,Female,58,United States,Wisconsin,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH
No,Male,56,United States,Missouri ,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH
No,Female,36,United Kingdom,Scotland,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY
Yes,Male,41,United States,va,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY
No,Female,34,United States,Virginia,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY
No,Male,61,United States,NY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH
No,Female,49,Scotland,Midlothian,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY
No,Male,40,United States,Michigan ,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY
No,Male,57,United States,Tennessee,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,MEH
No,Male,49,United States,"""Durham County, North Carolina""",JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR
No,Male,35,United States,ma,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH
,,,,,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY
No,Male,44,United States,Florida,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY
No,Female,36,United States,Massachusetts,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY
No,Female,33,United States,Alabama,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH
No,Female,60,United States,NY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH
Yes,Male,37,Netherlands,,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY
No,Female,49,United States,Florida,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY
No,Male,51,United States,tn,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY
No,Male,36,United States,Texas,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH
No,I'd rather not say,25,United States,Ca,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR
Yes,Male,38,United States,Massachusetts,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH
No,Male,54,United States,"""Cuyahoga County, Ohio""",JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY
No,Male,47,United States,PA,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY
No,Female,43,United States,Mi,JOY,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY
No,I'd rather not say,39,Canada,Canada,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY
No,Female,36,United States,Georgia,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,DESPAIR
No,Male,65,United States,Pennsylvania ,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,MEH,MEH
No,Male,56,United States,MA,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY
No,Male,33,United States,ohio,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,,JOY,JOY,DESPAIR,JOY,JOY,JOY,,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR
No,Male,29,United States,GA,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR
No,Female,46,United States,New York,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH
No,Male,67,United States,Nh,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY
No,Male,30,United States,Minnesota,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY
No,Male,56,United States,MO,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY
No,Male,13,United States,IN,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY
